OBJECTID,Site Name,Technology Type,Installed Capacity (MWelec),Development Status
3226,Afton Wind Farm,Wind Onshore,50,Operational
3227,Tormywheel,Wind Onshore,30.75,Operational
3229,Den Brook,Wind Onshore,18,Operational
3232,Dersalloch,Wind Onshore,69,Operational
3235,Point Wind / Beinn Ghrideag Farm,Wind Onshore,9,Operational
3242,Muirhall South,Wind Onshore,8.3,Operational
3249,Double Arches Quarry Wind Turbine,Wind Onshore,1.5,Operational
3252,Lochend Wind Farm,Wind Onshore,9.2,Operational
3253,Creag Riabhach Wind Farm,Wind Onshore,90,Operational
3259,West Benhar wind farm,Wind Onshore,27.2,Operational
3266,Sorbie Farm,Wind Onshore,9,Under Construction
3267,Hallburn Farm ,Wind Onshore,13.2,Operational
3271,Coal Clough Wind Farm Repowering,Wind Onshore,16,Operational
3275,Shepham Lane ,Wind Onshore,7.5,Operational
3276,Sober Hill Wind Farm ,Wind Onshore,15,Operational
3277,Srondoire Community Wind Farm,Wind Onshore,6,Operational
3278,Achlachan Wind Farm,Wind Onshore,10,Operational
3279,A'Chruach (Phase 1),Wind Onshore,48.3,Operational
3280,"Aikengall II, Wester Dod Community Wind Farm",Wind Onshore,60.8,Operational
3283,Alveston Wind Park,Wind Onshore,6.9,Operational
3285,Auchrobert Wind Farm,Wind Onshore,36,Operational
3293,Boardinghouse Wind Farm,Wind Onshore,10.3,Operational
3294,Bogenlea Farm,Wind Onshore,2.3,Operational
3296,BROWNIELEYS - 3 WIND TURBINES,Wind Onshore,7.5,Operational
3298,Cairnborrow ,Wind Onshore,10,Operational
3299,Camster II,Wind Onshore,36,Under Construction
3302,Crook Hill (Calderdale MBC) 1 of 2,Wind Onshore,13.6,Operational
3305,Dell Wind Farm,Wind Onshore,50,Appeal Granted
3306,Deuchries,Wind Onshore,6.9,Operational
3307,Dungavel Hill,Wind Onshore,29.9,Operational
3308,Earlseat,Wind Onshore,18.4,Operational
3310,Easter Tulloch Wind Farm (Tullo Extension),Wind Onshore,25,Operational
3313,Galawhistle,Wind Onshore,66,Operational
3314,Gayton Le Marsh Wind Farm,Wind Onshore,16.4,Operational
3315,GlaxoSmithKline Wind Project (Turbine 4),Wind Onshore,2.5,Operational
3316,Glen Kyllachy Wind Farm,Wind Onshore,48.5,Operational
3318,Goole Fields,Wind Onshore,32.8,Operational
3319,Greenvale AP Wind Turbine ,Wind Onshore,1.5,Operational
3322,Hendy Wind Farm,Wind Onshore,14.4,Under Construction
3325,Hill of Glaschyle Wind Farm,Wind Onshore,27.6,Operational
3328,Kennoxhead Wind Farm,Wind Onshore,62,Under Construction
3329,Kilgallioch wind farm,Wind Onshore,239,Operational
3333,Lambs Hill,Wind Onshore,8,Operational
3338,Lochluichart (Extension),Wind Onshore,18,Operational
3342,M1 Wind Farm,Wind Onshore,7.2,Operational
3345,New Rides Wind Farm,Wind Onshore,8.8,Operational
3346,Noble Foods,Wind Onshore,1.5,Operational
3350,Ovenden Moor (Repower) ,Wind Onshore,18,Operational
3351,Pant y wal extension,Wind Onshore,20,Operational
3352,Park Spring Wind Farm,Wind Onshore,8.6,Operational
3353,Brotherton (formerly Paul Matthew Hill wind turbines),Wind Onshore,4.6,Operational
3354,Pen Bryn Oer Wind Farm,Wind Onshore,4,Operational
3356,Ramsey Wind Farm Extension,Wind Onshore,8,Operational
3357,Red Gap Moor Wind Farm,Wind Onshore,12.5,Operational
3359,Strathy South,Wind Onshore,218.4,Appeal Granted
3360,Todmorden Moor  ,Wind Onshore,12.3,Operational
3361,Tom Nan Clach,Wind Onshore,39,Operational
3363,Tullo Wind Farm South (Ext.),Wind Onshore,10,Operational
3364,Watford Lodge,Wind Onshore,12.5,Operational
3365,Wathegar 2 Wind Farm,Wind Onshore,18.5,Operational
3366,West Browncastle,Wind Onshore,30,Operational
3370,Brochloch Rig (formerly Windy Standard II),Wind Onshore,90,Operational
3371,Withernwick extension,Wind Onshore,8.2,Operational
3373,Pogbie Wind Farm 1,Wind Onshore,5.1,Operational
3374,Barlockhart Moor,Wind Onshore,8.1,Operational
3375,Minnygap,Wind Onshore,25,Operational
3378,Middle Muir Wind Farm,Wind Onshore,51,Operational
3379,Sanquhar Community Windfarm,Wind Onshore,32.4,Operational
3382,Balmurrie Fell Wind Farm,Wind Onshore,9.1,Operational
3386,Solwaybank Wind Farm,Wind Onshore,30,Operational
3387,Burnfoot Hill Extension,Wind Onshore,4,Operational
3397,Airies Farm,Wind Onshore,35,Operational
3399,Craig Wind Farm (Extension),Wind Onshore,2.5,Operational
3408,Pencloe Wind Farm,Wind Onshore,85.5,Appeal Granted
3411,Lawrence Landfill,Wind Onshore,1.6,Operational
3412,Plascow wind cluster ,Wind Onshore,2.4,Operational
3413,Maesgwyn Wind Farm - extension,Wind Onshore,2.5,Operational
3420,Halifax Farm,Wind Onshore,1.6,Operational
3424,Norton Fields Farm,Wind Onshore,1.3,Operational
3428,Carscreugh Renewable Energy Park,Wind Onshore,15.3,Operational
3429,Whiteside Hill,Wind Onshore,25.3,Operational
3433,North Rhins,Wind Onshore,22,Operational
3436,Jacksbank Wind Farm (Glenbervie),Wind Onshore,6.8,Operational
3437,New Albion Wind Farm,Wind Onshore,14.4,Operational
3438,Sunnyside wind cluster,Wind Onshore,1,Operational
3440,Keith Hill ,Wind Onshore,4.5,Operational
3441,Minsca,Wind Onshore,36.8,Operational
3442,Artfield Fell,Wind Onshore,19.5,Operational
3443,Wether Hill,Wind Onshore,18.2,Operational
3444,Dalswinton,Wind Onshore,30,Operational
3448,Craig Wind Farm,Wind Onshore,10,Operational
3449,Beinn an Tuirc Phase 2,Wind Onshore,43.7,Operational
3450,Aikengall,Wind Onshore,48,Operational
3451,Brochloch Rig 1 (formerly Windy Standard),Wind Onshore,21.6,Operational
3453,Torrs Hill,Wind Onshore,4,Under Construction
3456,Hawton Wind Farm,Wind Onshore,9,Operational
3467,Beck Burn ,Wind Onshore,31,Operational
3475,Clocaenog Forest Wind Farm,Wind Onshore,96,Operational
3488,Hoprigshiels Community Wind Farm,Wind Onshore,6.9,Operational
3493,Black Law Extension - 1b,Wind Onshore,15,Operational
3497,Strathy Wood,Wind Onshore,62.4,Under Construction
3499,South Kyle Wind Farm,Wind Onshore,240,Under Construction
3503,Aikengall IIa Community Wind Farm,Wind Onshore,81.7,Operational
3505,Glen App,Wind Onshore,22,Operational
3507,Pen Y Cymoedd,Wind Onshore,228,Operational
3509,Stronelairg Wind Farm,Wind Onshore,227.7,Operational
3510,M1 J18 Wind Turbines,Wind Onshore,4,Operational
3511,Tullymurdoch Wind Farm,Wind Onshore,14.4,Operational
3512,Penmanshiel Wind Farm,Wind Onshore,28.7,Operational
3513,Kinegar Quarry ,Wind Onshore,5,Operational
3516,St. Breock Re-Power ,Wind Onshore,10,Operational
3517,Blary Hill Wind Farm,Wind Onshore,35,Under Construction
3526,Windy Standard III Wind Farm (Brockloch Rig Phase 2),Wind Onshore,80.8,Appeal Granted
3529,Carraig Gheal,Wind Onshore,46,Operational
3530,Langhope Rig,Wind Onshore,16,Operational
3532,Clashindarroch ,Wind Onshore,37,Operational
3533,Galsworthy Wind Park,Wind Onshore,9.2,Operational
3534,Strathy North,Wind Onshore,67.7,Operational
3536,Mid Hill - Phase II,Wind Onshore,18.4,Operational
3537,Kype Muir Wind Farm Extension,Wind Onshore,75,Under Construction
3538,Monan Hill Wind Turbines,Wind Onshore,1.5,Operational
3541,Crossdykes,Wind Onshore,48,Operational
3543,Halsary Wind Farm,Wind Onshore,34,Operational
3544,French Farm,Wind Onshore,4,Operational
3545,Glenchamber Wind Farm,Wind Onshore,27.5,Operational
3547,Bhlaraidh (previously Balmacaan),Wind Onshore,110,Operational
3549,Moor House Wind Farm ,Wind Onshore,12,Operational
3550,Kype Muir Wind Farm,Wind Onshore,88.4,Operational
3551,Llynfi Afan Renewable Energy Park,Wind Onshore,6,Operational
3552,Assel Valley Wind Farm,Wind Onshore,25,Operational
3553,Bad a Cheo Wind Farm,Wind Onshore,26.7,Operational
3554,Fraisthorpe Wind Farm,Wind Onshore,29.7,Operational
3555,Mynydd Y Gwair Wind Farm ,Wind Onshore,32.8,Operational
3556,Jack's Lane Wind Farm,Wind Onshore,13.8,Operational
3557,Denzell Downs Wind Farm,Wind Onshore,10,Operational
3558,Reaps Moss Wind Farm ,Wind Onshore,10.2,Operational
3559,"Llynfi Renewable Energy Park, Land at Mynydd Caerau",Wind Onshore,24,Operational
3560,Chiplow,Wind Onshore,8.2,Operational
3561,Hook Moor,Wind Onshore,10.3,Operational
3562,Crook Hill (Rochdale MBC) 2 of 2,Wind Onshore,23.8,Operational
3563,Far Marsh Farm ,Wind Onshore,7.5,Operational
3564,Wear Point,Wind Onshore,8.2,Operational
3565,Middlewick wind farm,Wind Onshore,20.7,Operational
3566,Corriegarth,Wind Onshore,69.5,Operational
3567,Carsington Pasture,Wind Onshore,8,Operational
3568,Langford Wind Farm,Wind Onshore,20,Operational
3569,Mid Hill I,Wind Onshore,57.5,Operational
3570,Ardrossan Extension,Wind Onshore,6,Operational
3571,Beinn Tharsuinn Windfarm Project,Wind Onshore,29.8,Operational
3572,Blaengwen ,Wind Onshore,23,Operational
3573,Boyndie Airfield,Wind Onshore,16.7,Operational
3574,Burton Wold Windfarm,Wind Onshore,20,Operational
3575,Edinbane Wind Farm,Wind Onshore,41.4,Operational
3576,Fairburn,Wind Onshore,43,Operational
3577,Farr Wind Farm,Wind Onshore,92,Operational
3578,Ffynnon Oer Wind Farm,Wind Onshore,32,Operational
3579,Flotta,Wind Onshore,1.8,Operational
3580,Forss Wind Farm (Extension),Wind Onshore,5.2,Operational
3581,Michelin Tyre Co Ltd - Dundee,Wind Onshore,4,Operational
3582,Millennium Windfarm,Wind Onshore,40,Operational
3583,Muirhall,Wind Onshore,12.3,Operational
3584,Mynydd Clogau Wind Farm,Wind Onshore,14.5,Operational
3585,New Barn Farm,Wind Onshore,4.5,Operational
3586,North Pickenham,Wind Onshore,14.4,Operational
3587,Paul's Hill and Extension,Wind Onshore,65,Operational
3588,Tir Mostyn And Foel Goch Wind Farm,Wind Onshore,21.3,Operational
3589,Trimdon Grange,Wind Onshore,5.2,Operational
3590,Wardlaw Wood,Wind Onshore,18,Operational
3593,East Midlands Distribution Centre,Solar Photovoltaics,6.1,Operational
3599,Land at High Point Farm,Solar Photovoltaics,4.5,Operational
3601,Land at Newlands Farm,Solar Photovoltaics,5,Operational
3603,Eckland Lodge Farm,Solar Photovoltaics,2.9,Operational
3604,Caddington Solar Farm (Phase 2),Solar Photovoltaics,5,Operational
3605,Ceannacroc ,Small Hydro,1.6,Operational
3609,Montys Farm,Solar Photovoltaics,5,Operational
3610,Merston Solar Park,Solar Photovoltaics,10,Operational
3613,Fambridge Road/Canewdon Road,Solar Photovoltaics,5,Operational
3616,Roskrow Farm,Solar Photovoltaics,8.9,Operational
3620,Hale Farm,Solar Photovoltaics,8,Operational
3622,Pylle Southern solar park (Lower Easton Farm),Solar Photovoltaics,5,Operational
3624,Land at Darran Farm,Solar Photovoltaics,2.6,Operational
3626,Wisbech Solar Farm,Solar Photovoltaics,3.5,Operational
3627,Stow Solar Farm,Solar Photovoltaics,10.2,Operational
3628,Rhug Estate,Solar Photovoltaics,1.2,Operational
3629,Snettisham Solar Farm,Solar Photovoltaics,2.7,Operational
3630,West Hill Farm,Solar Photovoltaics,2.4,Operational
3635,Cold Harbour Farm,Solar Photovoltaics,5,Operational
3637,Southrigg,Wind Onshore,1.5,Operational
3638,Land at Whatton Road,Solar Photovoltaics,1.5,Operational
3640,Upper Wick Solar Farm,Solar Photovoltaics,5,Operational
3641,Marshwood Farm,Solar Photovoltaics,1.8,Operational
3642,House O’Hill Solar Farm,Solar Photovoltaics,1.6,Operational
3645,Hawkers Farm ,Solar Photovoltaics,9.5,Operational
3648,Woodtown Farm,Solar Photovoltaics,3.8,Operational
3651,Land at Tangmere Airfield,Solar Photovoltaics,5,Operational
3652,Land at Coton Park Colliery,Solar Photovoltaics,2.5,Operational
3654,Chapel Farm,Solar Photovoltaics,5,Operational
3659,Cairnmore Solar Park,Solar Photovoltaics,3.8,Operational
3661,Bake Farm Solar Farm,Solar Photovoltaics,5,Operational
3663,Thompson House Equestrian farm,Solar Photovoltaics,5,Operational
3666,Kingspan,Wind Onshore,1.8,Operational
3668,Red Hill Farm,Solar Photovoltaics,4.8,Operational
3670,Stoneshill Farm ,Solar Photovoltaics,5,Operational
3672,Bruach Caorainn Hydro Scheme,Small Hydro,1.1,Operational
3675,Carlam Hill Education CIC,Solar Photovoltaics,5,Operational
3681,Binn Eco Park - Wind Farm,Wind Onshore,10,Operational
3686,Caldecote Manor Farm,Solar Photovoltaics,5,Operational
3688,Crundale / Fenton Home Farm (extension),Solar Photovoltaics,5.9,Operational
3689,Fieldscale,Solar Photovoltaics,10.6,Operational
3692,Iwade Solar Farm,Solar Photovoltaics,1.7,Operational
3693,Kingsland Barton Solar Farm ,Solar Photovoltaics,5,Operational
3694,Lee Moor China Clay Works,Solar Photovoltaics,9.5,Operational
3695,Littleton,Solar Photovoltaics,12.1,Operational
3696,Lount solar farm,Solar Photovoltaics,2.8,Operational
3698,New Mains Of Guynd Farm,Solar Photovoltaics,10,Operational
3699,Orchard Farm,Solar Photovoltaics,10,Operational
3701,Salford Lodge,Solar Photovoltaics,5,Operational
3702,The Grange,Solar Photovoltaics,8,Operational
3703,Thorne Farm,Solar Photovoltaics,5,Operational
3704,Tiddiecross Solar Farm,Solar Photovoltaics,10.5,Operational
3705,Tooleys Farm,Solar Photovoltaics,5.3,Operational
3706,Trickey Warren,Solar Photovoltaics,4.8,Operational
3707,Twemlows,Solar Photovoltaics,10,Operational
3708,Tyddyn Cae (Nefyn),Solar Photovoltaics,4.9,Operational
3711,Abbots Ann,Solar Photovoltaics,7,Operational
3715,Margate Solar Farm,Solar Photovoltaics,3,Operational
3717,Laceby Solar Farm,Solar Photovoltaics,27.1,Operational
3718,Dolgarrog,Large Hydro,32,Operational
3719,Cwm Dyli,Large Hydro,9.9,Operational
3720,Kielder,Large Hydro,6.1,Operational
3721,Land East of White Horse Lane,Solar Photovoltaics,5,Operational
3723,Westfield Farm,Solar Photovoltaics,5,Operational
3725,West Woodlands ,Solar Photovoltaics,5,Operational
3727,Mendennick Farm ,Solar Photovoltaics,2.8,Operational
3728,Gawnsmoss Cluster,Wind Onshore,2.4,Operational
3731,Cockett Valley,Solar Photovoltaics,4,Operational
3732,Rampisham North,Solar Photovoltaics,5,Operational
3733,Severn Road Solar Park,Solar Photovoltaics,1.8,Operational
3736,Moorhouse Farm,Solar Photovoltaics,5,Operational
3741,Quarrendon Fields,Wind Onshore,1.5,Operational
3742,Llyn Celyn ,Small Hydro,4.5,Operational
3743,Caban Coch,Small Hydro,1.1,Operational
3745,Land at Sutor Farm,Solar Photovoltaics,5,Operational
3746,Newstead and Annesley Wind Turbine ,Wind Onshore,1.5,Operational
3756,Land North East Of Penrose Far,Solar Photovoltaics,1.5,Operational
3757,Land At Ferry Farm,Solar Photovoltaics,10,Operational
3758,Land at Brookbarn Farm,Solar Photovoltaics,3,Operational
3760,Field at School Aycliffe Lane,Solar Photovoltaics,5,Operational
3761,Capel Grange Solar Park,Solar Photovoltaics,6.6,Operational
3763,Pentre farm,Solar Photovoltaics,5.5,Operational
3764,Land At Rymes Farm (Phase 1),Solar Photovoltaics,6.9,Operational
3765,Llancadle Farm,Solar Photovoltaics,5,Operational
3766,Land At Rymes Farm (Phase 2)/Grange Solar Farm,Solar Photovoltaics,6.8,Operational
3768,Trowle Common,Solar Photovoltaics,5,Operational
3770,Canopus Farm,Solar Photovoltaics,5,Operational
3771,Land At Guston Court Farm,Solar Photovoltaics,5,Operational
3781,Pressock Farm,Solar Photovoltaics,5,Operational
3784,Beckton Sewage Treatment Works,Wind Onshore,2.2,Operational
3788,Rufford Lane,Solar Photovoltaics,2.6,Operational
3789,Land to the north and south of Cakers Lane (Wilsom),Solar Photovoltaics,11,Operational
3791,Kirk Hill Wind Farm,Wind Onshore,18.8,Under Construction
3792,Collacott Farm,Solar Photovoltaics,4.5,Operational
3796,Tonedale Farm,Solar Photovoltaics,5,Operational
3797,Melton Waste Park ,Wind Onshore,5,Operational
3798,Lindridge Farm,Solar Photovoltaics,5,Operational
3799,Abbots Ripton Solar Farm (ext.),Solar Photovoltaics,3.9,Operational
3800,Fleetwood Water Treatment Works,Solar Photovoltaics,1.3,Operational
3801,Triangle Solar Farm Park,Solar Photovoltaics,12,Operational
3803,Land at Lower House Farm,Solar Photovoltaics,8.1,Operational
3805,Aldi Distribution Centre,Solar Photovoltaics,1.3,Operational
3807,Bromfield Sand and Gravel,Solar Photovoltaics,0.5,Operational
3808,Land at Heywood Grange,Solar Photovoltaics,8.4,Operational
3810,Ravens Close,Solar Photovoltaics,5,Operational
3811,Forest Farm,Solar Photovoltaics,3,Operational
3812,Land West of Roberts Wall Far,Solar Photovoltaics,2.5,Operational
3813,Drayton Manor Farm,Solar Photovoltaics,25,Operational
3815,Somersal Mill Farm,Solar Photovoltaics,2.6,Operational
3819,Land Opposite Tyn Y Pistyll,Solar Photovoltaics,5,Operational
3823,Land South of Highfield House,Solar Photovoltaics,5,Operational
3826,Rhewl Farm,Solar Photovoltaics,6,Operational
3834,Land at Dayfields Farm,Solar Photovoltaics,4.7,Operational
3837,MMD Shipping Services,Solar Photovoltaics,1.2,Operational
3840,Newton Margate,Solar Photovoltaics,1.5,Operational
3841,Eveley Farm ,Solar Photovoltaics,49,Operational
3844,Court Farm ,Solar Photovoltaics,8.5,Operational
3846,Green Farm,Solar Photovoltaics,5,Operational
3847,Home Farm,Solar Photovoltaics,6.7,Operational
3849,Land at Thornborough Grounds,Solar Photovoltaics,5,Operational
3850,Port of Barry  - Site 1,Solar Photovoltaics,4.5,Operational
3853,Southern Counties Shooting Ground Phase 1 ,Solar Photovoltaics,9,Operational
3855,Fanny House Farm,Solar Photovoltaics,5,Operational
3856,Chard Solar Park,Solar Photovoltaics,3,Operational
3857,Home Farm,Solar Photovoltaics,3,Operational
3859,Marshborough Farm solar park ,Solar Photovoltaics,5,Operational
3860,Fiskerton Airfield (Phase 2),Solar Photovoltaics,22,Operational
3861,"Langley Priory, Walnut Yard (Phase 2)",Solar Photovoltaics,6.2,Operational
3864,Eascairt Wind Farm,Wind Onshore,26,Appeal Granted
3865,Bluegates Solar Park,Solar Photovoltaics,10.5,Operational
3867,Land To The East Of Back Lane,Solar Photovoltaics,5,Operational
3869,Axe View Solar Farm,Solar Photovoltaics,5,Operational
3870,Land at Fell View Farm (Phase 1),Solar Photovoltaics,4.2,Operational
3872,South of Henley Hall,Solar Photovoltaics,5,Operational
3873,Place Barton Farm,Solar Photovoltaics,4.9,Operational
3874,Lower Stanley Farm,Solar Photovoltaics,4,Operational
3875,Land Parcel North of Goddards,Solar Photovoltaics,5,Operational
3876,"Ld At Lawrence End Park &, Dane Street",Solar Photovoltaics,5,Operational
3877,"Gravel Works, Wasing Estate",Solar Photovoltaics,5,Operational
3879,Drakelow Solar Farm,Solar Photovoltaics,5,Operational
3880,Land at Five Oaks Farm,Solar Photovoltaics,5,Operational
3881,Knolton Farmhouse Cheese Solar Farm,Solar Photovoltaics,1,Operational
3882,Blakenhall Park Solar Farm,Solar Photovoltaics,1.8,Operational
3883,Grantham Solar Farm,Solar Photovoltaics,5,Operational
3884,Agricultural Land at Trecastle,Solar Photovoltaics,4,Operational
3886,Sharland Solar Farm,Solar Photovoltaics,2.8,Operational
3888,Short Hazel Solar Farm,Solar Photovoltaics,5,Operational
3889,Mill Hill Farm,Solar Photovoltaics,5,Operational
3890,"Little Irchester, Higham Road Solar Farm",Solar Photovoltaics,4.6,Operational
3893,Land North of Chiltern Greeen,Solar Photovoltaics,5,Operational
3894,Bilsborrow Solar Farm,Solar Photovoltaics,5,Operational
3895,Hill Farm,Solar Photovoltaics,5,Operational
3896,Padleywood Farm,Solar Photovoltaics,5,Operational
3897,Pant y Maen,Wind Onshore,14,Appeal Granted
3898,Tiln Farm Retford (extension),Solar Photovoltaics,1.7,Operational
3899,Tower Hayes Farm,Solar Photovoltaics,5,Operational
3900,Sheriffhales Solar Farm,Solar Photovoltaics,8.2,Operational
3906,Land Adjacent Claypits Farm (a),Solar Photovoltaics,5,Operational
3907,Land Adjacent Claypits Farm (b) (Birch Estate),Solar Photovoltaics,2.3,Operational
3909,Hill of Lybster (Wind Turbine - Extension),Wind Onshore,1.5,Operational
3910,Costa Head Wind Farm,Wind Onshore,16.3,Appeal Granted
3911,Fferm Bryn Bachau,Solar Photovoltaics,4.4,Operational
3912,Golticlay Wind Farm,Wind Onshore,64.6,Appeal Granted
3914,Hesta Head Wind Farm,Wind Onshore,20.4,Appeal Granted
3915,Scottow Moor - RAF Coltishall Solar Farm (Phase 2),Solar Photovoltaics,17.9,Operational
3917,West Carclaze Solar Farm,Solar Photovoltaics,6.5,Operational
3918,Flixborough Industrial Estate,Solar Photovoltaics,5,Operational
3920,Land adjacent to Church Road,Solar Photovoltaics,3.5,Operational
3924,Lady Hole Farm,Solar Photovoltaics,3,Operational
3925,Bransholme Solar CIC,Solar Photovoltaics,5,Operational
3927,Land at Christ’s Hospital School,Solar Photovoltaics,1.1,Operational
3930,Creswell Solar Park ,Solar Photovoltaics,5,Operational
3931,Pollington Solar Farm,Solar Photovoltaics,5,Operational
3932,Land NW Of Pickhill Bridge Farm,Solar Photovoltaics,3.6,Operational
3935,Moneystone Quarry Solar Farm,Solar Photovoltaics,5,Operational
3936,Pingry Farm - Phase 2,Solar Photovoltaics,3.4,Operational
3937,Kenninghall Solar / Hazeldick Solar,Solar Photovoltaics,8,Operational
3938,Wogaston Solar Farm,Solar Photovoltaics,5.3,Operational
3939,Crugmore Farm,Solar Photovoltaics,6.4,Operational
3940,Rydon Farm,Solar Photovoltaics,12,Operational
3941,"Solar farm at land at The Willows, Uttoxeter",Solar Photovoltaics,6.4,Operational
3942,Highwood Lane,Solar Photovoltaics,5,Operational
3943,Yorkley Solar Park,Solar Photovoltaics,5,Operational
3944,Solar Farm at Fields Farm (Phase 1),Solar Photovoltaics,5,Operational
3946,Land at Beech Farm,Solar Photovoltaics,4.6,Operational
3947,West Holcombe,Solar Photovoltaics,5.5,Under Construction
3948,Aberporth Solar Farm,Solar Photovoltaics,1.5,Operational
3949,Hoplass Farm,Solar Photovoltaics,10,Operational
3950,Chelveston Renewable Energy Park - Solar Extension,Solar Photovoltaics,19.5,Operational
3951,Grove Solar Park (Phase 1),Solar Photovoltaics,5,Operational
3953,Fell View Farm (Phase 2),Solar Photovoltaics,2.9,Operational
3954,Land At Chiddinglye Farm,Solar Photovoltaics,5,Operational
3955,Land of coal pit lane,Solar Photovoltaics,5,Operational
3956,Huntingfield Solar Farm,Solar Photovoltaics,4.4,Operational
3957,Astley Solar Farm,Solar Photovoltaics,5,Operational
3958,Majors Hill/Turners Hill Solar Farm,Solar Photovoltaics,1.1,Operational
3961,Land South Of Bryn Cyrnau Isaf,Solar Photovoltaics,5.9,Operational
3963,Ashby Solar Farm (a),Solar Photovoltaics,5,Operational
3966,Cirencester Solar Farm,Solar Photovoltaics,23,Operational
3967,Burton Wold Wind Farm South,Wind Onshore,7.5,Operational
3972,Land South of Knock Lane,Solar Photovoltaics,4,Operational
3975,Land south of Brick Kiln Road,Solar Photovoltaics,5,Operational
3977,Averhill Farm,Solar Photovoltaics,5,Operational
3978,Morton House (Marchington),Solar Photovoltaics,6.2,Operational
3979,Biglis Farm,Solar Photovoltaics,5,Operational
3980,Milborne Port Solar Farm,Solar Photovoltaics,4.2,Operational
3982,Land At Cwm Bargoed,Solar Photovoltaics,5,Operational
3983,Land South Off Ollerton Road,Solar Photovoltaics,4.2,Operational
3985,Land At Swanland Road,Solar Photovoltaics,5,Operational
3986,Rookery Business Park,Solar Photovoltaics,5,Operational
3987,Land North of Sandhutton Lane,Solar Photovoltaics,5,Operational
3991,"Land West Of Hunger Hill Farm
",Solar Photovoltaics,5,Operational
3992,Land East Of Honeysome Road,Solar Photovoltaics,4.6,Operational
3993,Salford Road Solar Farm ,Solar Photovoltaics,2.2,Operational
3995,Ld NW Of Ratcliffe House Farm,Solar Photovoltaics,3.5,Operational
3997,"Land at Woodhouse Farm           
",Solar Photovoltaics,5,Operational
3998,"Parklands         
",Solar Photovoltaics,4.6,Operational
4000,Amcor Flexibles,Solar Photovoltaics,1.7,Operational
4003,Waterditch Solar Farm,Solar Photovoltaics,18,Operational
4004,Land Off Ingarsby Lane,Solar Photovoltaics,2.1,Operational
4008,Nissan Test Track,Solar Photovoltaics,4.8,Operational
4009,Cooper House Farm,Solar Photovoltaics,5,Operational
4010,Land at Pollington Airfield,Solar Photovoltaics,5,Operational
4012,"Land at Poles Hole Farm     
",Solar Photovoltaics,6.8,Operational
4016,"Staining Wood Farm
",Solar Photovoltaics,4.9,Operational
4018,"Land between Orton Park Farm    
",Solar Photovoltaics,6.4,Operational
4019,"Site To North East Of, Lochcraigs Farm
",Solar Photovoltaics,5,Operational
4020,"West Mains of Kinblethmont 
",Solar Photovoltaics,5,Operational
4023,"Land West Side of Axe and Cleaver Lane 
",Solar Photovoltaics,5,Operational
4027,"Land To The North Of Moor Farm       
",Solar Photovoltaics,3.8,Operational
4028,Henley Solar Farm,Solar Photovoltaics,6.5,Operational
4034,Crown Farm,Solar Photovoltaics,6,Operational
4036,Eaglescliffe Solar Farm,Solar Photovoltaics,5,Operational
4037,Tyddyn Gwyn (Gelli Gron Farm),Solar Photovoltaics,3.8,Operational
4038,Thornton Lane,Solar Photovoltaics,2.7,Operational
4039,Aborfield Solar Park,Solar Photovoltaics,14,Under Construction
4040,Lurg Hill Wind Farm,Wind Onshore,15,Appeal Granted
4043,Penycae Solar Farm,Solar Photovoltaics,5,Operational
4044,Land at Ingles Hill Farm,Solar Photovoltaics,3,Operational
4046,"Southbrook Solar Farm                
",Solar Photovoltaics,5,Operational
4047,Green Croft Solar Farm,Solar Photovoltaics,5,Operational
4048,Upper Pant-Ysgawen Farm/Crumlin,Solar Photovoltaics,4.9,Operational
4050,Land at Oxcroft Stocking Ground,Solar Photovoltaics,1.2,Operational
4051,West Strathore Solar Limited,Solar Photovoltaics,5,Operational
4052,Land at Meadow Farm,Solar Photovoltaics,5,Operational
4054,Hungerford Farm,Solar Photovoltaics,5,Operational
4056,Land at Morfa Camp,Solar Photovoltaics,2.8,Operational
4057,Land South of Pogmore Spinney,Solar Photovoltaics,5,Operational
4059,Douglas West and Dalquhandy Renewable Energy Project,Wind Onshore,49,Under Construction
4060,Abbey Fields Farm,Solar Photovoltaics,5.3,Operational
4061,Ernesettle Solar Farm,Solar Photovoltaics,4.1,Operational
4062,SPF Thirty Acres Farm,Solar Photovoltaics,3.8,Operational
4063,Killan Farm Solar Array Extens,Solar Photovoltaics,1,Operational
4064,Land East of Appleton Farm,Solar Photovoltaics,5,Operational
4065,Land At Debdale Lane,Solar Photovoltaics,5,Operational
4066,Land at Ash Row Farm,Solar Photovoltaics,5,Operational
4067,Land at Stripe Farm,Solar Photovoltaics,5,Operational
4068,Land at Bolsover Moor Quarry,Solar Photovoltaics,5,Operational
4070,Land To The North Of Dairy House Farm,Solar Photovoltaics,3.4,Operational
4071,Pennington Recycling Centre,Solar Photovoltaics,1.2,Operational
4074,Goosehall Solar Farm,Solar Photovoltaics,39.5,Operational
4075,Land west of Welton Road,Solar Photovoltaics,4.4,Operational
4078,Twin Yards Solar Farm,Solar Photovoltaics,5,Operational
4080,River Coiltie Hydro Scheme,Small Hydro,1.9,Operational
4081,Hull Solar Farm,Solar Photovoltaics,25.7,Under Construction
4085,Land of Green Lane,Solar Photovoltaics,5.8,Operational
4086,Land At  Actrees Farm,Solar Photovoltaics,5,Operational
